Time (s),Throttle (µs),Rotation speed (rpm),Thrust (kgf),Torque (N⋅m),Voltage (V),Current (A),Electrical power (W),Mechanical power (W),Motor & ESC efficiency (%),Propeller efficiency (gf/W),Propulsion system efficiency (gf/W),Motor_Name,Propeller_Name
0.30236420000196,1000,0.0,-0.0001890279080402,,12.442249107265,0.37455687362032,4.660329926422396,,,,,"https://database.tytorobotics.com/tests/ymzq/custom-1808-1300kv-with-lumenier-6x5x3
",undefined
9.5786696000017,1200,3010.000000000039,0.0216422661242748,,12.450862733871,0.19097545657433,2.377809195345325,,,,9.101767360745608,"https://database.tytorobotics.com/tests/ymzq/custom-1808-1300kv-with-lumenier-6x5x3
",undefined
13.730318200002,1250,3678.000000000013,0.0328968254820168,,12.443988940832,0.30576791559243,3.8049725600934514,,,,8.645745787246582,"https://database.tytorobotics.com/tests/ymzq/custom-1808-1300kv-with-lumenier-6x5x3
",undefined
17.854998400002,1300,4248.999999999959,0.0445113567583823,,12.435309978271,0.42868809859722,5.330869390052032,,,,8.34973688183868,"https://database.tytorobotics.com/tests/ymzq/custom-1808-1300kv-with-lumenier-6x5x3
",undefined
21.730059000002,1325,4561.000000000017,0.0541776561364533,,12.427282364934,0.51537459229671,6.404705582183954,,,,8.45903928623354,"https://database.tytorobotics.com/tests/ymzq/custom-1808-1300kv-with-lumenier-6x5x3
",undefined
25.629674400002,1350,4893.0000000000455,0.0630315888288243,,12.418256805232,0.62563603240054,7.769308916956354,,,,8.112895175433069,"https://database.tytorobotics.com/tests/ymzq/custom-1808-1300kv-with-lumenier-6x5x3
",undefined
29.530050000002,1375,5211.000000000028,0.0723600567849683,,12.408850437967,0.73970404943958,9.178876917854296,,,,7.88332357352098,"https://database.tytorobotics.com/tests/ymzq/custom-1808-1300kv-with-lumenier-6x5x3
",undefined
33.405783800002,1400,5534.000000000027,0.0814909042914022,,12.400550674052,0.86222001497421,10.692002987869566,,,,7.621668679278936,"https://database.tytorobotics.com/tests/ymzq/custom-1808-1300kv-with-lumenier-6x5x3
",undefined
37.307028600002,1425,5827.000000000025,0.0899534692945552,,12.390355521697,0.97768467025823,12.113860652612573,,,,7.425664854016226,"https://database.tytorobotics.com/tests/ymzq/custom-1808-1300kv-with-lumenier-6x5x3
",undefined
41.182083600002,1450,6117.000000000011,0.0999630107927743,,12.380093248241,1.1255683602905,13.934641257666112,,,,7.173705368107692,"https://database.tytorobotics.com/tests/ymzq/custom-1808-1300kv-with-lumenier-6x5x3
",undefined
45.057550600002,1475,6410.000000000009,0.1102164905033013,,12.36680596249,1.2817369608726,15.85099229006308,,,,6.953286487458303,"https://database.tytorobotics.com/tests/ymzq/custom-1808-1300kv-with-lumenier-6x5x3
",undefined
48.956071400002,1500,6674.000000000007,0.1263506551518102,,12.352644662011,1.4617997926,18.05709340498918,,,,6.997286457902442,"https://database.tytorobotics.com/tests/ymzq/custom-1808-1300kv-with-lumenier-6x5x3
",undefined
53.083535600002,1550,7244.000000000044,0.1455241338614511,,12.32911566402,1.7832138702211,21.98545005964069,,,,6.619110978701042,"https://database.tytorobotics.com/tests/ymzq/custom-1808-1300kv-with-lumenier-6x5x3
",undefined
57.233573600002,1600,7774.999999999955,0.1728264401546093,,12.299392226442,2.1847336714577,26.87089633557293,,,,6.431733351812823,"https://database.tytorobotics.com/tests/ymzq/custom-1808-1300kv-with-lumenier-6x5x3
",undefined
61.360715200002,1650,8326.000000000027,0.194610958870185,,12.266101658411,2.6229398745572,32.17324714521841,,,,6.048844183858145,"https://database.tytorobotics.com/tests/ymzq/custom-1808-1300kv-with-lumenier-6x5x3
",undefined
65.485525200002,1700,8868.999999999976,0.2221178825116528,,12.223242311392,3.1825094325567,38.9005839524312,,,,5.709885558100239,"https://database.tytorobotics.com/tests/ymzq/custom-1808-1300kv-with-lumenier-6x5x3
",undefined
69.610960800002,1750,9363.999999999962,0.2540650304610953,,12.178770844117,3.7755732678929,45.9818416348416,,,,5.525333945489123,"https://database.tytorobotics.com/tests/ymzq/custom-1808-1300kv-with-lumenier-6x5x3
",undefined
73.736992800002,1800,9882.000000000213,0.2786376912285949,,12.132858034655,4.3877121810653,53.23548898979174,,,,5.23405901807393,"https://database.tytorobotics.com/tests/ymzq/custom-1808-1300kv-with-lumenier-6x5x3
",undefined
77.862628400002,1850,10320.999999999918,0.3144114115935717,,12.077451014628,5.1786098735467,62.544407071629166,,,,5.02701082821828,"https://database.tytorobotics.com/tests/ymzq/custom-1808-1300kv-with-lumenier-6x5x3
",undefined
81.988933800002,1900,10813.999999999993,0.3458588776537452,,12.022815449715,5.9362420525177,71.3703426622577,,,,4.84597473898137,"https://database.tytorobotics.com/tests/ymzq/custom-1808-1300kv-with-lumenier-6x5x3
",undefined
86.139285600002,1950,11236.99999999984,0.3704926462388073,,11.964288061042,6.7328262431826,80.55347263837983,,,,4.599337981393065,"https://database.tytorobotics.com/tests/ymzq/custom-1808-1300kv-with-lumenier-6x5x3
",undefined
